customer_id,order_date,quantity,unit_price
12569,2011-09-04,6,2.25
12569,2011-04-14,6,2.25
12577,2010-12-15,1,2.25
12577,2010-12-15,2,2.25
12579,2011-09-22,6,2.25
12586,2011-11-22,8,2.25
12594,2011-05-31,8,2.25
12594,2011-03-28,8,2.25
12597,2011-03-16,6,2.25
12597,2011-10-30,6,2.25
12597,2011-03-16,6,2.25
12597,2011-06-09,6,2.25
12607,2011-10-10,6,2.25
12607,2011-10-12,-6,2.25
12609,2011-09-22,8,2.25
12609,2011-06-06,6,2.25
12611,2011-10-18,6,2.25
12615,2011-06-24,8,2.25
12620,2011-09-20,6,2.25
12620,2011-05-19,6,2.25
12620,2011-05-19,6,2.25
12621,2011-12-08,6,2.25
12624,2011-08-25,6,2.25
12624,2011-08-25,6,2.25
12626,2011-08-19,8,2.25
12627,2011-08-02,6,2.25
12627,2011-09-04,6,2.25
12627,2011-08-02,6,2.25
12627,2011-09-04,6,2.25
12635,2011-07-08,6,2.25
12635,2011-07-08,6,2.25
12635,2011-07-08,6,2.25
12642,2011-11-14,6,2.25
12645,2011-01-27,6,2.25
12649,2011-05-11,8,2.25
12649,2011-05-11,8,2.25
12654,2011-02-17,6,2.25
12662,2011-07-19,6,2.25
12668,2011-01-31,6,2.25
12681,2011-04-17,6,2.25
12681,2011-01-19,6,2.25
12681,2011-10-27,6,2.25
12682,2011-03-14,8,2.25
12683,2011-09-08,8,2.25
12683,2011-09-08,8,2.25
12688,2011-08-18,60,2.25
12689,2011-08-04,6,2.25
12690,2011-05-18,6,2.25
12691,2011-01-24,6,2.25
12700,2011-05-08,8,2.25
12700,2011-05-08,8,2.25
12705,2011-04-08,6,2.25
12705,2011-04-08,6,2.25
12705,2011-05-22,6,2.25
12708,2011-06-13,6,2.25
12708,2011-03-07,6,2.25
12708,2011-06-13,6,2.25
12729,2011-08-18,6,2.25
12731,2011-05-11,24,2.25
12744,2011-04-05,8,2.25
12744,2011-04-05,8,2.25
12748,2011-06-28,6,2.25
12748,2011-06-28,6,2.25
12748,2011-11-25,2,2.25
12748,2011-06-28,6,2.25
12748,2011-12-04,2,2.25
12748,2011-12-05,1,2.25
12748,2011-03-11,1,2.25
12748,2011-11-07,1,2.25
12748,2011-06-28,6,2.25
12748,2011-11-24,1,2.25
12748,2011-12-05,1,2.25
12748,2011-12-04,1,2.25
12748,2010-12-17,1,2.25
12748,2010-12-05,1,2.25
12748,2011-11-28,6,2.25
12748,2011-11-25,2,2.25
12753,2011-04-05,32,2.25
12753,2011-04-26,-4,2.25
12754,2011-03-07,1,2.25
12754,2011-03-07,1,2.25
12754,2011-03-07,1,2.25
12754,2011-03-07,1,2.25
12758,2011-03-08,24,2.25
12762,2011-11-14,8,2.25
12762,2011-11-14,8,2.25
12766,2011-04-13,8,2.25
12766,2011-04-13,8,2.25
12782,2011-03-31,6,2.25
12782,2011-01-26,6,2.25
12782,2011-03-31,6,2.25
12782,2011-01-26,6,2.25
12792,2011-03-28,6,2.25
12811,2011-03-23,8,2.25
12811,2011-03-23,8,2.25
12841,2011-10-27,1,2.25
12876,2011-10-13,8,2.25
12912,2011-11-16,24,2.25
12912,2011-10-30,18,2.25
12933,2011-11-15,1,2.25
12937,2011-11-24,1,2.25
12937,2011-11-24,1,2.25
12970,2011-12-02,1,2.25
12970,2011-12-02,1,2.25
12970,2011-12-02,2,2.25
12970,2011-12-02,1,2.25
12970,2011-12-02,1,2.25
12970,2011-12-02,1,2.25
12993,2011-05-16,8,2.25
13005,2011-04-07,8,2.25
13005,2011-04-07,8,2.25
13018,2011-04-17,6,2.25
13032,2011-10-18,8,2.25
13047,2011-05-04,8,2.25
13047,2011-05-04,8,2.25
13050,2011-06-07,1,2.25
13081,2011-07-19,8,2.25
13081,2011-07-19,8,2.25
13089,2011-04-05,8,2.25
13089,2011-04-05,8,2.25
13090,2011-04-15,8,2.25
13092,2011-03-23,-8,2.25
13092,2011-03-07,8,2.25
13097,2011-03-25,1,2.25
13097,2011-08-09,2,2.25
13097,2011-09-23,1,2.25
13097,2011-09-23,1,2.25
13097,2011-03-25,2,2.25
13097,2011-06-19,2,2.25
13097,2011-08-09,2,2.25
13097,2011-08-09,2,2.25
13097,2011-06-19,2,2.25
13097,2011-03-25,3,2.25
13097,2011-06-19,1,2.25
13102,2011-03-10,8,2.25
13102,2011-03-10,8,2.25
13102,2011-04-28,-8,2.25
13102,2011-04-28,-6,2.25
13122,2011-04-13,6,2.25
13122,2011-04-13,6,2.25
13124,2011-04-01,3,2.25
13124,2011-04-01,3,2.25
13124,2011-04-01,3,2.25
13124,2011-04-01,3,2.25
13124,2011-04-01,3,2.25
13131,2011-09-29,8,2.25
13131,2011-09-29,8,2.25
13139,2011-09-28,8,2.25
13139,2011-09-28,8,2.25
13139,2011-09-28,8,2.25
13142,2011-11-20,6,2.25
13142,2011-11-20,6,2.25
13148,2011-03-23,1,2.25
13148,2011-11-10,3,2.25
13148,2011-11-10,3,2.25
13148,2011-03-23,1,2.25
13148,2011-03-23,1,2.25
13155,2010-12-06,3,2.25
13155,2010-12-06,3,2.25
13155,2010-12-06,3,2.25
13157,2011-04-18,-8,2.25
13157,2011-04-12,8,2.25
13159,2011-10-20,8,2.25
13159,2011-10-20,8,2.25
13176,2011-10-24,1,2.25
13209,2011-04-26,8,2.25
13268,2011-03-30,2,2.25
13268,2011-03-30,2,2.25
13268,2011-03-30,2,2.25
13276,2011-10-07,8,2.25
13276,2011-10-07,8,2.25
13283,2011-10-11,6,2.25
13309,2011-02-04,6,2.25
13309,2011-02-04,6,2.25
13314,2011-09-27,8,2.25
13319,2011-04-04,6,2.25
13332,2011-11-25,8,2.25
13332,2011-11-25,6,2.25
13351,2011-10-04,8,2.25
13381,2011-07-15,8,2.25
13381,2011-07-15,8,2.25
13388,2011-07-31,8,2.25
13388,2011-07-31,8,2.25
13390,2011-09-26,8,2.25
13390,2011-09-26,8,2.25
13414,2011-07-29,8,2.25
13414,2011-07-29,8,2.25
13414,2011-07-29,8,2.25
13414,2011-07-29,8,2.25
13436,2011-12-08,8,2.25
13451,2011-08-05,2,2.25
13462,2011-04-01,8,2.25
13488,2011-05-17,8,2.25
13488,2011-05-17,8,2.25
13504,2011-10-06,6,2.25
13505,2011-05-31,6,2.25
13507,2011-07-17,6,2.25
13517,2011-06-13,6,2.25
13517,2011-06-13,6,2.25
13517,2011-06-13,6,2.25
13570,2011-04-10,1,2.25
13570,2011-04-10,1,2.25
13570,2011-04-10,1,2.25
13570,2011-04-10,1,2.25
13576,2010-12-01,1,2.25
13588,2011-07-26,8,2.25
13588,2011-07-26,8,2.25
13596,2011-12-04,8,2.25
13596,2011-11-27,1,2.25
13596,2011-12-04,8,2.25
13596,2011-11-27,1,2.25
13596,2011-11-27,1,2.25
13599,2011-12-08,8,2.25
13599,2011-11-07,1,2.25
13599,2011-11-07,2,2.25
13599,2011-11-07,1,2.25
13635,2011-10-03,8,2.25
13654,2011-04-11,6,2.25
13717,2011-02-14,6,2.25
13717,2011-02-14,6,2.25
13735,2011-06-17,-6,2.25
13735,2011-06-17,-6,2.25
13735,2011-06-17,-6,2.25
13735,2011-04-19,6,2.25
13735,2011-06-17,4,2.25
13735,2011-04-19,6,2.25
13735,2011-06-17,-6,2.25
13735,2011-06-17,4,2.25
13735,2011-04-19,6,2.25
13735,2011-04-19,6,2.25
13772,2011-04-14,1,2.25
13815,2011-06-20,6,2.25
13815,2011-01-25,6,2.25
13831,2011-05-23,1,2.25
13831,2011-05-23,2,2.25
13831,2011-05-23,4,2.25
13838,2011-12-04,3,2.25
13838,2011-08-14,1,2.25
13838,2010-12-05,1,2.25
13838,2010-12-05,1,2.25
13838,2010-12-05,1,2.25
13880,2011-09-13,8,2.25
13899,2011-03-10,8,2.25
13899,2011-03-10,8,2.25
13934,2011-03-21,8,2.25
13934,2011-03-21,8,2.25
13934,2011-03-21,8,2.25
13969,2011-10-27,6,2.25
13969,2011-06-09,2,2.25
13969,2011-06-23,3,2.25
13969,2011-10-27,3,2.25
13969,2011-06-23,3,2.25
13969,2011-08-24,2,2.25
13969,2011-06-23,3,2.25
13969,2011-05-05,1,2.25
13969,2011-05-05,1,2.25
13969,2011-06-09,2,2.25
13969,2011-06-09,2,2.25
13969,2011-10-27,6,2.25
13969,2011-06-09,2,2.25
13985,2011-03-20,8,2.25
14015,2011-10-18,8,2.25
14015,2011-10-18,8,2.25
14015,2011-10-18,8,2.25
14015,2011-10-18,8,2.25
14016,2011-03-15,8,2.25
14016,2011-03-15,8,2.25
14016,2011-03-15,8,2.25
14016,2011-03-15,8,2.25
14029,2011-10-07,8,2.25
14044,2011-08-28,1,2.25
14049,2011-05-23,6,2.25
14049,2011-01-26,-2,2.25
14049,2011-05-23,6,2.25
14049,2011-05-23,6,2.25
14056,2011-03-10,3,2.25
14056,2011-11-24,1,2.25
14056,2011-06-08,1,2.25
14056,2011-11-24,3,2.25
14056,2011-05-11,1,2.25
14056,2011-10-18,-4,2.25
14056,2011-08-03,3,2.25
14056,2011-10-18,-2,2.25
14056,2011-03-24,1,2.25
14056,2011-10-04,2,2.25
14056,2011-07-04,3,2.25
14056,2011-05-26,4,2.25
14056,2011-05-26,4,2.25
14056,2011-03-10,3,2.25
14056,2011-06-08,6,2.25
14056,2011-08-03,-3,2.25
14056,2011-04-15,3,2.25
14056,2011-05-06,4,2.25
14057,2011-06-30,3,2.25
14057,2011-06-30,6,2.25
14057,2011-06-30,3,2.25
14077,2011-03-10,1,2.25
14078,2011-06-08,2,2.25
14078,2011-04-27,1,2.25
14078,2011-04-27,1,2.25
14089,2011-10-14,1,2.25
14089,2011-10-14,1,2.25
14089,2011-10-14,1,2.25
14089,2011-10-14,1,2.25
14108,2011-08-30,8,2.25
14121,2011-12-06,12,2.25
14156,2011-06-06,8,2.25
14156,2011-04-17,8,2.25
14156,2011-06-06,8,2.25
14179,2011-10-18,1,2.25
14179,2011-10-18,1,2.25
14179,2011-10-18,1,2.25
14179,2011-10-18,2,2.25
14179,2011-10-18,1,2.25
14179,2011-10-30,3,2.25
14179,2011-10-30,1,2.25
14179,2011-10-18,1,2.25
14179,2011-10-18,1,2.25
14179,2011-10-18,1,2.25
14189,2011-03-29,8,2.25
14189,2011-03-31,-1,2.25
14194,2011-11-21,8,2.25
14194,2011-03-18,8,2.25
14194,2011-03-18,8,2.25
14214,2011-06-22,6,2.25
14223,2011-07-05,8,2.25
14245,2011-05-04,6,2.25
14246,2011-04-08,8,2.25
14246,2011-07-25,8,2.25
14250,2011-09-11,8,2.25
14286,2011-04-11,6,2.25
14286,2011-11-16,8,2.25
14286,2011-11-16,8,2.25
14286,2011-04-11,8,2.25
14286,2011-04-11,6,2.25
14286,2011-04-11,8,2.25
14286,2011-04-11,8,2.25
14286,2011-04-11,6,2.25
14286,2011-04-11,6,2.25
14286,2011-04-11,8,2.25
14286,2011-11-16,8,2.25
14286,2011-09-12,-6,2.25
14286,2011-11-16,8,2.25
14288,2011-05-10,8,2.25
14288,2011-05-10,8,2.25
14291,2011-03-09,8,2.25
14291,2011-03-09,8,2.25
14291,2011-03-09,8,2.25
14299,2011-08-24,8,2.25
14315,2011-03-18,6,2.25
14362,2011-11-17,2,2.25
14375,2011-06-07,1,2.25
14375,2011-06-07,1,2.25
14375,2011-06-07,1,2.25
14379,2011-10-26,6,2.25
14379,2011-10-26,6,2.25
14379,2011-10-26,5,2.25
14410,2011-07-21,-2,2.25
14410,2011-03-28,1,2.25
14410,2011-03-28,3,2.25
14410,2011-03-28,2,2.25
14410,2011-03-28,1,2.25
14410,2011-07-21,-2,2.25
14410,2011-03-28,1,2.25
14410,2011-07-21,-1,2.25
14410,2011-07-21,-2,2.25
14446,2011-12-09,1,2.25
14446,2011-09-20,1,2.25
14446,2011-12-09,6,2.25
14446,2011-04-07,1,2.25
14450,2011-01-23,8,2.25
14505,2011-11-22,2,2.25
14505,2011-11-01,1,2.25
14505,2011-11-01,1,2.25
14505,2011-11-22,2,2.25
14505,2011-05-10,3,2.25
14505,2011-11-01,1,2.25
14505,2011-03-16,4,2.25
14505,2011-11-22,2,2.25
14524,2011-09-29,1,2.25
14529,2011-09-23,1,2.25
14534,2011-03-09,1,2.25
14534,2011-03-09,1,2.25
14534,2011-04-06,1,2.25
14534,2011-03-09,1,2.25
14539,2011-11-24,8,2.25
14541,2011-01-27,1,2.25
14592,2011-10-06,1,2.25
14592,2011-10-06,2,2.25
14592,2011-10-06,1,2.25
14592,2011-11-04,1,2.25
14592,2011-10-06,1,2.25
14592,2011-11-04,1,2.25
14606,2011-02-27,1,2.25
14606,2011-01-09,2,2.25
14606,2011-10-10,1,2.25
14606,2011-08-15,1,2.25
14606,2011-04-19,1,2.25
14606,2011-07-17,1,2.25
14606,2011-03-07,1,2.25
14606,2011-03-21,1,2.25
14606,2011-10-26,1,2.25
14606,2011-09-02,1,2.25
14606,2011-03-02,1,2.25
14606,2011-09-28,1,2.25
14626,2011-10-06,6,2.25
14629,2011-10-23,1,2.25
14646,2011-05-11,12,2.25
14646,2011-06-01,60,2.25
14646,2011-01-21,30,2.25
14656,2011-06-23,1,2.25
14662,2011-03-09,6,2.25
14670,2011-03-04,1,2.25
14670,2011-03-04,2,2.25
14688,2011-12-02,1,2.25
14701,2011-06-20,-1,2.25
14701,2011-03-06,1,2.25
14701,2011-03-06,1,2.25
14701,2011-03-06,1,2.25
14701,2011-06-20,-1,2.25
14701,2011-03-06,1,2.25
14711,2011-05-22,2,2.25
14711,2011-05-22,2,2.25
14725,2011-11-15,5,2.25
14725,2011-11-15,5,2.25
14730,2011-03-08,1,2.25
14732,2011-03-01,6,2.25
14732,2011-03-01,6,2.25
14732,2011-09-12,8,2.25
14769,2011-09-18,4,2.25
14769,2011-09-18,2,2.25
14769,2011-09-18,2,2.25
14769,2011-09-18,2,2.25
14769,2011-09-18,2,2.25
14796,2011-09-06,1,2.25
14800,2011-05-01,1,2.25
14800,2011-05-01,1,2.25
14800,2011-05-01,1,2.25
14800,2011-06-01,1,2.25
14800,2011-06-01,1,2.25
14808,2011-06-20,3,2.25
14808,2011-06-20,3,2.25
14837,2011-06-26,8,2.25
14837,2011-06-26,8,2.25
14849,2011-06-16,8,2.25
14849,2011-07-21,8,2.25
14856,2011-10-14,8,2.25
14856,2011-10-14,8,2.25
14856,2011-10-14,8,2.25
14857,2011-10-11,8,2.25
14862,2011-07-14,6,2.25
14871,2011-03-29,1,2.25
14871,2011-03-29,2,2.25
14871,2011-03-29,1,2.25
14891,2011-06-05,6,2.25
14891,2011-06-05,6,2.25
14911,2011-09-26,8,2.25
14911,2011-05-08,8,2.25
14911,2011-11-21,6,2.25
14911,2011-06-09,6,2.25
14911,2010-12-01,6,2.25
14911,2010-12-01,6,2.25
14911,2011-03-18,8,2.25
14911,2011-10-17,8,2.25
14911,2011-05-08,8,2.25
14911,2011-06-30,8,2.25
14911,2011-03-18,6,2.25
14911,2011-09-21,8,2.25
14911,2011-04-01,8,2.25
14911,2011-04-01,8,2.25
14920,2011-05-11,8,2.25
14970,2011-10-02,12,2.25
14971,2011-10-27,4,2.25
15000,2011-10-23,2,2.25
15000,2011-10-23,2,2.25
15004,2011-07-15,1,2.25
15004,2011-07-15,1,2.25
15004,2011-07-15,1,2.25
15004,2011-07-15,1,2.25
15018,2011-11-01,8,2.25
15024,2011-08-18,1,2.25
15041,2011-06-22,1,2.25
15041,2011-06-22,1,2.25
15047,2011-03-15,8,2.25
15047,2011-03-15,8,2.25
15052,2011-01-24,4,2.25
15053,2011-03-03,11,2.25
15058,2011-04-10,1,2.25
15058,2011-04-10,1,2.25
15058,2011-04-10,1,2.25
15065,2011-04-26,8,2.25
15067,2011-03-02,8,2.25
15067,2011-03-02,8,2.25
15067,2011-03-02,8,2.25
15067,2011-03-02,8,2.25
15068,2011-03-28,1,2.25
15068,2011-03-28,1,2.25
15068,2011-03-28,1,2.25
15091,2011-10-03,8,2.25
15134,2011-06-15,8,2.25
15134,2011-08-04,8,2.25
15134,2011-09-28,8,2.25
15159,2011-04-20,6,2.25
15159,2011-04-20,6,2.25
15159,2011-04-20,6,2.25
15159,2011-04-20,6,2.25
15187,2011-11-22,24,2.25
15187,2011-09-30,8,2.25
15187,2011-11-22,16,2.25
15189,2011-03-17,8,2.25
15205,2011-08-04,6,2.25
15220,2011-03-04,8,2.25
15227,2011-05-08,8,2.25
15252,2011-11-03,8,2.25
15252,2011-11-03,8,2.25
15271,2011-06-30,6,2.25
15334,2011-06-19,2,2.25
15342,2011-08-15,-6,2.25
15342,2011-08-02,6,2.25
15353,2011-03-30,2,2.25
15353,2011-03-30,2,2.25
15358,2011-03-04,8,2.25
15358,2011-03-04,8,2.25
15358,2011-03-04,8,2.25
15358,2011-12-05,8,2.25
15358,2011-03-04,8,2.25
15360,2011-10-31,8,2.25
15411,2011-08-07,6,2.25
15426,2011-03-27,2,2.25
15426,2011-03-27,2,2.25
15443,2011-10-25,1,2.25
15443,2011-10-25,2,2.25
15443,2011-10-25,1,2.25
15484,2011-09-22,4,2.25
15484,2011-09-22,4,2.25
15484,2011-09-22,6,2.25
15489,2011-05-12,8,2.25
15498,2011-08-11,8,2.25
15498,2011-08-11,8,2.25
15529,2011-03-25,3,2.25
15529,2011-09-13,3,2.25
15529,2011-09-13,2,2.25
15556,2011-11-15,3,2.25
15572,2011-08-22,1,2.25
15572,2011-08-22,3,2.25
15574,2010-12-16,1,2.25
15574,2010-12-02,1,2.25
15574,2010-12-02,2,2.25
15574,2010-12-02,1,2.25
15574,2010-12-02,1,2.25
15576,2011-11-02,3,2.25
15576,2011-11-02,3,2.25
15576,2011-11-02,3,2.25
15581,2010-12-08,2,2.25
15601,2011-08-09,8,2.25
15615,2011-05-11,8,2.25
15669,2011-03-21,8,2.25
15669,2011-03-21,8,2.25
15669,2011-03-21,8,2.25
15676,2011-03-01,6,2.25
15676,2011-03-01,6,2.25
15679,2011-11-09,1,2.25
15679,2011-11-09,2,2.25
15679,2011-11-09,2,2.25
15679,2011-11-09,1,2.25
15706,2011-09-25,8,2.25
15706,2011-09-25,8,2.25
15750,2011-06-22,3,2.25
15750,2011-06-22,1,2.25
15750,2011-06-22,2,2.25
15752,2011-03-07,2,2.25
15756,2011-04-04,1,2.25
15791,2011-05-19,8,2.25
15800,2011-04-07,8,2.25
15804,2011-07-31,6,2.25
15804,2011-07-31,6,2.25
15831,2011-10-12,2,2.25
15831,2011-10-12,2,2.25
15831,2011-10-12,2,2.25
15831,2011-10-12,2,2.25
15832,2011-03-30,6,2.25
15834,2011-03-07,2,2.25
15855,2011-04-13,6,2.25
15855,2011-04-13,6,2.25
15856,2011-09-05,1,2.25
15856,2011-09-05,2,2.25
15856,2011-09-05,2,2.25
15856,2011-08-31,1,2.25
15856,2011-08-31,1,2.25
15860,2011-04-01,3,2.25
15860,2011-04-01,2,2.25
15860,2011-04-01,1,2.25
15862,2011-12-01,1,2.25
15874,2011-04-08,24,2.25
15880,2010-12-05,1,2.25
15889,2011-07-06,1,2.25
15889,2010-12-05,2,2.25
15889,2011-07-06,1,2.25
15901,2011-07-08,1,2.25
15919,2011-11-20,2,2.25
15919,2011-11-20,1,2.25
15919,2011-11-20,1,2.25
15919,2011-11-20,2,2.25
15919,2011-11-20,1,2.25
15988,2011-11-20,1,2.25
15993,2011-11-06,2,2.25
15994,2011-10-16,1,2.25
15994,2011-10-16,1,2.25
15994,2011-10-16,1,2.25
15994,2011-10-16,2,2.25
15994,2011-10-16,1,2.25
15998,2011-11-03,2,2.25
15998,2011-11-03,2,2.25
15998,2011-11-03,2,2.25
16011,2011-06-08,1,2.25
16011,2011-06-08,1,2.25
16011,2011-06-08,1,2.25
16011,2011-06-08,1,2.25
16016,2010-12-08,2,2.25
16022,2011-03-24,3,2.25
16022,2011-03-24,2,2.25
16025,2011-11-10,8,2.25
16025,2011-11-10,8,2.25
16026,2011-10-27,4,2.25
16026,2011-10-27,3,2.25
16033,2011-04-18,1,2.25
16033,2011-06-27,2,2.25
16033,2011-07-25,2,2.25
16033,2011-04-18,1,2.25
16033,2011-08-23,3,2.25
16033,2011-08-23,3,2.25
16033,2011-04-18,1,2.25
16033,2011-06-27,2,2.25
16033,2011-06-27,3,2.25
16033,2011-08-23,2,2.25
16033,2011-04-18,1,2.25
16033,2011-08-23,3,2.25
16033,2011-06-27,1,2.25
16033,2011-07-25,1,2.25
16042,2011-08-24,8,2.25
16042,2011-08-24,8,2.25
16054,2011-07-17,2,2.25
16054,2011-07-17,2,2.25
16054,2011-07-17,2,2.25
16133,2011-04-14,-8,2.25
16133,2011-04-08,8,2.25
16133,2011-12-02,6,2.25
16201,2011-08-22,6,2.25
16203,2011-04-26,8,2.25
16205,2011-10-03,1,2.25
16205,2011-06-13,1,2.25
16215,2011-09-20,8,2.25
16215,2011-09-20,8,2.25
16229,2011-09-13,4,2.25
16229,2011-09-13,4,2.25
16229,2011-09-13,4,2.25
16275,2011-05-27,12,2.25
16297,2011-03-16,6,2.25
16316,2011-05-17,8,2.25
16316,2011-03-07,8,2.25
16372,2011-11-06,2,2.25
16372,2011-11-06,1,2.25
16372,2011-11-06,2,2.25
16386,2011-11-11,2,2.25
16393,2011-09-06,2,2.25
16393,2011-02-18,3,2.25
16402,2010-12-05,1,2.25
16447,2011-07-27,2,2.25
16455,2011-05-19,8,2.25
16455,2011-05-19,8,2.25
16455,2011-05-19,8,2.25
16474,2011-07-17,13,2.25
16474,2011-09-01,-12,2.25
16480,2011-09-25,7,2.25
16549,2011-10-10,2,2.25
16549,2011-10-10,2,2.25
16549,2011-10-10,2,2.25
16549,2011-11-21,1,2.25
16556,2011-04-08,8,2.25
16570,2011-03-14,8,2.25
16570,2011-03-14,8,2.25
16586,2011-04-05,8,2.25
16586,2011-04-05,8,2.25
16607,2011-03-29,8,2.25
16607,2011-03-29,8,2.25
16607,2011-07-21,8,2.25
16607,2011-03-29,6,2.25
16609,2011-07-12,6,2.25
16657,2011-03-30,1,2.25
16669,2011-11-16,6,2.25
16669,2011-11-16,6,2.25
16670,2011-08-25,8,2.25
16686,2010-12-19,1,2.25
16686,2011-02-07,1,2.25
16686,2011-10-23,2,2.25
16686,2011-10-23,1,2.25
16686,2011-02-07,-2,2.25
16686,2010-12-19,2,2.25
16686,2011-02-07,1,2.25
16697,2011-04-12,1,2.25
16697,2011-04-12,2,2.25
16697,2011-04-12,1,2.25
16697,2011-04-12,2,2.25
16700,2011-03-24,8,2.25
16712,2011-11-21,1,2.25
16712,2011-11-21,1,2.25
16713,2011-04-18,8,2.25
16713,2011-09-12,-2,2.25
16713,2011-04-18,8,2.25
16720,2011-11-13,1,2.25
16723,2011-08-24,3,2.25
16744,2011-10-23,2,2.25
16744,2011-10-23,2,2.25
16767,2011-03-24,16,2.25
16767,2011-03-24,16,2.25
16782,2010-12-15,1,2.25
16805,2010-12-14,2,2.25
16808,2011-03-10,6,2.25
16816,2011-07-13,8,2.25
16820,2011-09-05,8,2.25
16820,2011-09-05,8,2.25
16826,2011-10-19,8,2.25
16841,2011-02-25,6,2.25
16841,2011-02-25,6,2.25
16841,2011-02-25,6,2.25
16841,2011-02-25,6,2.25
16841,2011-02-25,6,2.25
16841,2011-02-25,6,2.25
16898,2011-06-15,1,2.25
16898,2011-06-15,1,2.25
